홈페이지	isPartOf	데브레첸	o	0.5047
서울특별시	team	롯데_자이언츠	o	0.4931
우랄어족	languageFamily	에스토니아어	o	0.5037
대변인	deathPlace	청와대	o	0.5037
광주시_(경기도)	isPartOf	검단산	o	0.4742
성균관	isPartOf	서울특별시	o	0.4841
조선민주주의인민공화국	occupation	영화배우	o	0.5037
휠라	isPartOf	아큐시네트	x	0.3671
한화_이글스	position	내야수	o	0.5037
영화_감독	position	신태용	o	0.5037
통합진보당	leader	유시민	o	0.5037
유승민_(정치인)	position	대한민국_국회	o	0.5037
작가	knownFor	한국	o	0.5051
김소영_(1914년)	position	러시아의_대통령	o	0.5037
박주선	party	신당	o	0.5037
송파구	isPartOf	용인시	x	0.3887
이글스	position	투수	o	0.5037
일본	language	영어	o	0.5037
여의도	country	독일	o	0.5037
빌_게이츠	knownFor	생명공학기술	x	0.2815
박영선	isPartOf	세월호	o	0.4721
대한민국_해군사관학교	deathPlace	강화도	o	0.5037
매전면	isPartOf	청도읍	x	0.4384
조선로동당	leader	김여정	x	0.4808
강남구	isPartOf	정부	x	0.3006
한국	country	미국	o	0.5037
애니밴드	occupation	작곡가	o	0.5037
할리우드	isPartOf	옥자	o	0.5037
대한민국의_대통령비서실장	deathPlace	미국	x	0.4556
마포구	isPartOf	동_(행정_구역)	x	0.4463
자그레브	location	바르샤바	x	0.2173
미셰우_테메르	occupation	정치가	o	0.5037
성녀_니노	religion	기독교	o	0.5037
통일민주당	leader	노무현	o	0.5032
대한민국_관세청	isPartOf	서울종합운동장_야구장	o	0.4756
한국	team	토론토_블루제이스	x	0.2984
마스카와_도시히데	knownFor	핵무기	x	0.3959
셰이크_하시나	position	수상	o	0.5163
지하철	location	서울특별시	o	0.5037
이사_(법인)	position	회장	o	0.5037
프랑스어	position	공격수	o	0.5037
이승우_(법조인)	birthPlace	네덜란드	o	0.5037
엠넷	genre	음악	o	0.5037
대통령	party	새누리당	x	0.446
대통령	party	더불어민주당	o	0.5037
장로교	isPartOf	성결대학교	x	0.4244
섬진강	isPartOf	두꺼비	o	0.4956
경상북도	isPartOf	포항시	x	0.2874
강동구	isPartOf	길동	x	0.4367
아나돌루_에페스	country	러시아	o	0.5037
안철수	successor	안랩	o	0.4947
스포츠동아	isPartOf	이용대	o	0.4752
경기도	isPartOf	이원_(1962년)	o	0.4732
유고슬라비아	country	쿠바	o	0.5078
의원	occupation	변호사	x	0.4256
터키	leader	세미흐_카야	o	0.5036
의회_의원	party	더불어민주당	o	0.5037
스포츠조선	isPartOf	염경엽	o	0.5162
부통령	title	동계_올림픽	x	0.3951
예루살렘	isPartOf	예수	o	0.5037
자동차	country	조선민주주의인민공화국	o	0.5037
스포츠조선	isPartOf	수번뇌	o	0.4964
에스페란토	country	폴란드	o	0.5037
슬로보단_밀로셰비치	battle	보스니아_전쟁	x	0.4519
자그레브	country	불가리아	x	0.4581
최현석	isPartOf	강레오	x	0.411
핵무기	country	일본	o	0.5037
대한민국_농림수산식품부	predecessor	김치	o	0.5037
문화방송	isPartOf	서울특별시	o	0.4757
김여정	position	대한민국_국회	o	0.5037
핀란드어	languageFamily	에스토니아어	o	0.5037
세종대학교	isPartOf	고등학교	o	0.504
추미애	country	독일	o	0.5037
파리_(프랑스)	country	미국	o	0.5037
강화도	country	영국	o	0.5037
서울종합운동장_야구장	isPartOf	신동빈	o	0.4948
자그레브	country	폴란드	o	0.5037
노무현	position	동구_(대구광역시)	x	0.3926
중국	leader	류샤오보	x	0.4486
가창면	isPartOf	검단동_(인천)	o	0.5056
팝_록	occupation	가수	x	0.4234
왕비	predecessor	의인왕후	o	0.5037
유엔_교육_과학_문화_기구	location	쾰른_대성당	o	0.4928
경상남도	order	개구리목	x	0.4506
시부야	country	일본	o	0.5037
송파구	isPartOf	성남시	o	0.5037
부산광역시	party	통일민주당	o	0.5037
세터_(배구)	isPartOf	김사니	o	0.471
대중교통	isPartOf	고등동_(성남시)	o	0.4841
왼손잡이	occupation	영화_감독	o	0.4884
조선민주주의인민공화국	leader	김정일	o	0.5033
강원_FC	position	대한민국의_공정거래위원회_위원장	o	0.5048
박영선	predecessor	세월호	o	0.5026
염경엽	position	사장	x	0.4674
카번데일	isPartOf	일리노이_주	o	0.4945
성거읍	isPartOf	위례산	o	0.5052
시내버스	isPartOf	화원고등학교_(대구)	o	0.4698
성동구	isPartOf	성수대교	o	0.4844
이재용_(기업인)	knownFor	반도체	o	0.5063
분당선	routeEnd	서울특별시	o	0.4793
서울특별시	isPartOf	이용대	o	0.4908
남반구	isPartOf	브라질리아	o	0.4957
미국	leader	박병호_(1986년)	o	0.5037
성내동	isPartOf	길동	x	0.413
현서면	isPartOf	성덕댐로	o	0.4732
조선_광해군	position	왕세자	o	0.5037
수정구	isPartOf	수진동	x	0.4587
작가	genre	미술	x	0.3732
스위스	isPartOf	세계무역기구	x	0.2667
서울특별시	isPartOf	추미애	x	0.0025
선수	isPartOf	최지만	o	0.5027
한국GM	party	더불어민주당	o	0.5037
신동빈	isPartOf	서울특별시	o	0.48
팝_록	country	대한민국	o	0.5032
슬로보단_밀로셰비치	battle	코소보_전쟁	o	0.5037
대표	country	독일	o	0.5037
성균관	isPartOf	혜화역	o	0.485
화원고등학교_(대구)	isPartOf	대구광역시	o	0.467
이소룡	title	용쟁호투	x	0.4103
토론토_블루제이스	isPartOf	오승환	o	0.5018
의원	position	러시아의_대통령	o	0.5037
유고슬라비아	country	헝가리	x	0.4665
대한민국의_국회의장	predecessor	박주선	o	0.5029
경기도	team	덴마크_축구_국가대표팀	x	0.4516
총수	position	한진그룹	o	0.5037
한국	occupation	작가	x	0.236
코렐	isPartOf	강화도	o	0.4977
위만조선	country	한나라	x	0.478
추미애	position	대한민국_국회	o	0.5037
윤동주	occupation	목사	o	0.5037
옥자	location	뉴욕	x	0.2573
아랍어	country	모로코	o	0.5037
아사다_마오	country	러시아	o	0.5037
공산주의	country	헝가리	x	0.4467
경상북도	isPartOf	떡	x	0.3347
세종특별자치시	isPartOf	아산시	o	0.5044
유엔_교육_과학_문화_기구	location	리투아니아	o	0.4983
등_(식물)	country	말레이시아	o	0.5052
포수	team	한화_이글스	x	0.0664
대한민국_농림수산식품부	location	대한민국	o	0.5037
해군	position	강화도	x	0.4998
중국	country	미국	o	0.5037
배우	related	런닝맨	o	0.5037
한미_관계	leader	임종석	x	0.4936
수번뇌	team	넥센_히어로즈	x	0.4649
가야금	genre	가곡	o	0.5037
네덜란드	leader	슬로보단_밀로셰비치	o	0.5035
우르두어	largestCity	하이데라바드_(인도)	o	0.5049
한국	religion	기독교	o	0.5037
성혜랑	occupation	영화배우	o	0.5037
영화_감독	isPartOf	신태용	o	0.4918
런던	isPartOf	미국인	x	0.4626
김정은	position	대한민국의_대통령경호실장	o	0.5037
IFK_예테보리	position	축구_선수	o	0.5037
전라남도	position	새누리당	x	0.3526
시장	location	경기도	x	0.4326
북구_(포항시)	isPartOf	시내버스	x	0.4455
정부	isPartOf	한국	o	0.4834
자그레브	location	부다페스트	o	0.5016
말레이시아	leader	김정일	o	0.5034
영화_감독	occupation	배우	o	0.49
성거읍	isPartOf	흑성산	o	0.5045
서울특별시	channel	문화방송	o	0.5037
영화_감독	isPartOf	홍길동	x	0.3437
히가시소노기_군	isPartOf	소노기_역	o	0.5056
세이셸_크리올	language	프랑스어	o	0.5064
한미_관계	position	대한민국의_대통령비서실장	o	0.5188
정몽준	successor	세월호	o	0.5037
축구_선수	language	스웨덴어	x	0.2827
미드필더	isPartOf	셀추크	x	0.1073
자그레브	country	헝가리	x	0.4361
대한민국의_대통령경호실장	party	조선로동당	o	0.5037
미국	leader	도널드_트럼프	o	0.5036
서초구	isPartOf	판교신도시	x	0.323
단국대학교	isPartOf	박원순	o	0.5055
아나돌루_에페스	country	세르비아	o	0.5037
소냐_왈거	isPartOf	로스트	o	0.4745
성덕왕	successor	경덕왕	x	0.4709
할리우드	isPartOf	스퀘어_(일본의_기업)	x	0.443
SK_와이번스	isPartOf	스포츠조선	o	0.4738
미드필더	position	갈라타사라이_SK_(축구)	o	0.503
더불어민주당	position	대통령	o	0.5037
미드필더	country	독일	o	0.5037
서울특별시	title	경향신문	x	0.0387
태진아	location	강남구	x	0.4277
더불어민주당	position	의회_의원	o	0.5037
선수	position	임창용	o	0.5037
페슈트	type	교량	o	0.5037
엘자이시_SC	country	프랑스	x	0.4518
성균관대역	isPartOf	성균관대학교	o	0.484
스웨덴	leader	세바스티안_에릭손	o	0.5037
조선로동당	leader	김일성	x	0.4889
4성_장군	deathPlace	히말라야_산맥	x	0.468
대한민국의_대통령경호실장	title	2018년_동계_올림픽	x	0.2966
성수동	isPartOf	성수대교	o	0.4709
북면_(인제군)	isPartOf	위례산	o	0.5013
세르지_탄키안	country	레바논	o	0.5037
신월동_(서울)	isPartOf	양천구	x	0.4142
퀸시	isPartOf	시카고	x	0.4151
의회_의원	successor	세월호	o	0.5037
두산_베어스	occupation	선수	o	0.5037
히가시쓰가루_군	isPartOf	세이칸_터널	o	0.4777
소냐_왈거	occupation	배우	o	0.4855
유승민_(정치인)	party	신당	o	0.5037
쿠알라룸푸르	isPartOf	김정일	o	0.5003
김무성	successor	세월호	o	0.5037
더불어민주당	country	독일	o	0.5037
축구	league	K리그_클래식	o	0.5317
LG전자	location	유럽	o	0.5037
사그라다_파밀리아	isPartOf	FC_바르셀로나	o	0.4704
손나은	isPartOf	춤	o	0.482
4성_장군	country	네팔	o	0.5037
더불어민주당	isPartOf	한국GM	x	0.4248
프라하_성	country	체코	x	0.4552
성균관대학교	isPartOf	성균관대역	o	0.5043
천안시	isPartOf	태조산	o	0.4723
총리	position	대한민국의_공정거래위원회_위원장	o	0.5047
엘자이시_SC	position	미드필더	o	0.5037
에이스	occupation	선수	o	0.5037
대표	successor	안랩	o	0.5037
서울천동초등학교	isPartOf	서울특별시	o	0.4809
박근혜	position	이기택	o	0.5037
선수	team	토론토_블루제이스	x	0.2829
공격수	language	프랑스어	o	0.5059
경기도	isPartOf	이용대	o	0.505
매전면	country	대한민국	o	0.503
공격수	position	왼손잡이	o	0.5037
기자_(직업)	isPartOf	조용필	x	0.4511
윤선도	genre	시조	o	0.5037
파리_(프랑스)	isPartOf	문재인	o	0.504
평창군	isPartOf	대한민국의_공정거래위원회_위원장	o	0.5077
이르티시_강	isPartOf	세메이	x	0.447
바르샤바	language	폴란드어	o	0.5038
공격수	isPartOf	잉글랜드	x	0.4649
공산주의	country	폴란드	o	0.5037
더불어민주당	position	한국GM	o	0.5033
수정구	isPartOf	대중교통	x	0.0679
장안구	isPartOf	성균관대학교	o	0.5023
루키우스_안나이우스_세네카	largestCity	토론토	o	0.5037
종로구	isPartOf	성균관대학교	o	0.5057
원내대표	position	한국GM	o	0.5037
강원_FC	country	미국	o	0.5037
김영삼	successor	노무현	o	0.5036
양천구	isPartOf	신월동_(서울)	x	0.4239
K리그_클래식	genre	축구	x	0.3825
외국인	occupation	영화_감독	o	0.4982
퀸시_역_(암트랙)	country	미국	o	0.5037
대사_(외교관)	deathPlace	하노버	o	0.5037
크리스티나	genre	영화	x	0.3658
서울특별시	occupation	가수	x	0.4197
한국	genre	소설	o	0.5037
캘리포니아_주	country	레바논	o	0.5037
도널드_트럼프	location	소호_(맨해튼)	o	0.5037
대한민국_관세청	isPartOf	서울특별시	o	0.4793
혜화역	isPartOf	성균관대학교	o	0.5054
대통령	occupation	정치가	o	0.5037
강원_FC	position	총리	o	0.5037
세바스티안_에릭손	position	축구_선수	o	0.5037
미국	successor	최고인민회의	o	0.4831
대표	occupation	기자_(직업)	x	0.4234
영화_감독	position	투수	o	0.5037
베이징_시	deathPlace	자그레브	o	0.5037
제주특별자치도	isPartOf	제주도	o	0.5037
최지만	title	한국	x	0.439
한국	isPartOf	김환기	x	0.4372
경상남도	isPartOf	성혜림	o	0.5036
원내대표	party	더불어민주당	o	0.5037
LG전자	location	독일	x	0.3964
충청남도	isPartOf	성거산	o	0.5003
성균관	type	지하철	o	0.5037
대한민국_국회	occupation	교수	x	0.3813
현대문학	genre	소설	o	0.5037
소년소녀_가요백서	country	대한민국	o	0.5031
SK_와이번스	occupation	영화_감독	o	0.4752
2018년_동계_올림픽	party	조선로동당	o	0.5037
강남구	occupation	가수	x	0.4151
서울특별시	country	독일	o	0.5037
정_(행정_구역)	isPartOf	세이칸_터널	o	0.4894
뉴욕	type	월마트	o	0.5037
최순실	position	대한민국_관세청	o	0.5037
로스앤젤레스_다저스	isPartOf	자유계약선수제도	x	0.4187
곤충	location	한반도	x	0.243
종로구	isPartOf	서대문구	o	0.4884
일본	leader	버락_오바마	x	0.4868
상트페테르부르크	country	일본	o	0.5037
이탈리아	title	세계농아인연맹	x	0.3134
송만덕	position	공격수	o	0.5037
공격수	league	프리미어리그	x	0.4262
조선민주주의인민공화국	isPartOf	평화자동차	o	0.5047
대한민국_국회	position	대한민국의_국회의장	o	0.5037
중국	country	브라질	o	0.5037
미국	title	동계_올림픽	x	0.4128
에스페란토	deathPlace	바르나	o	0.5037
기자_(직업)	country	미국	o	0.5037
유고슬라비아	country	불가리아	x	0.4275
영화_감독	position	공격수	o	0.5037
장관	party	국민의당	o	0.5037
아나스타스_미코얀	country	러시아	o	0.5037
퀸시	isPartOf	일리노이_주	o	0.4962
프랑스	leader	문재인	x	0.2895
페니_위드모어	occupation	배우	o	0.5018
송파구	isPartOf	정부	x	0.3726
모델_(직업)	isPartOf	농심켈로그	o	0.5039
대한민국_관세청	isPartOf	신동빈	o	0.4849
커피	location	서울특별시	o	0.5037
세타트	isPartOf	라바트	o	0.4906
판교신도시	isPartOf	정부	x	0.2685
제네바	isPartOf	세계무역기구	x	0.4137
대한민국	isPartOf	에어부산	o	0.5047
대한민국_국회	party	더불어민주당	o	0.5037
정부	country	미국	o	0.5037
내야수	team	두산_베어스	x	0.2979
롯데_자이언츠	isPartOf	이대호	o	0.5037
최지만	team	토론토_블루제이스	x	0.3331
정유라_(승마_선수)	isPartOf	삼성그룹	o	0.4919
이사_(법인)	isPartOf	삼성바이오로직스	x	0.46
친절한_금자씨	occupation	배우	x	0.4568
박근혜	position	대한민국_관세청	o	0.5037
하동군	order	개구리목	x	0.4502
롯데_자이언츠	position	임수혁	o	0.5065
서울천동초등학교	isPartOf	성내동	o	0.4809
세미흐_카야	team	대한민국_축구_국가대표팀	x	0.0668
한국	team	두산_베어스	x	0.23
세바스티안_피녜라	position	대통령	o	0.5037
프랑스	title	1994년_동계_올림픽	x	0.3091
애니메이션	occupation	영화_감독	o	0.5037
일본	routeEnd	홋카이도	o	0.4815
평창군	country	미국	o	0.5037
조선	leader	미우라_고로	o	0.5036
이승우_(법조인)	country	독일	o	0.5037
의회_의원	isPartOf	세월호	o	0.4779
런던	genre	펑크_록	o	0.5037
해군	country	영국	o	0.5037
수원시	isPartOf	성균관대학교	o	0.5049
대한민국	isPartOf	경향신문	o	0.5047
프리울리	isPartOf	리엔츠	o	0.5018
대학수학능력시험	occupation	시인	x	0.426
최재훈_(야구_선수)	team	한화_이글스	x	0.1198
장안구	isPartOf	이원_(1962년)	x	0.461
우거왕	position	한나라	o	0.5037
나가사키_현	isPartOf	소노기_역	o	0.5078
문화청_미디어_예술제	location	일본	x	0.2249
정치가	position	대통령	o	0.5037
신성현	team	두산_베어스	x	0.2656
런닝맨	genre	춤	o	0.5037
의회_의원	party	통일민주당	o	0.5037
조선민주주의인민공화국	title	동계_올림픽	x	0.3658
대통령	position	장관	x	0.4957
정부	leader	아나스타스_미코얀	x	0.487
서울특별시	isPartOf	성시경	o	0.5043
안철수	predecessor	세월호	x	0.4752
롯데_자이언츠	position	포수	o	0.5037
성결대학교	isPartOf	개신교	x	0.3752
선수	country	미국	o	0.5037
박_(불교)	deathPlace	청와대	o	0.5037
세계농아인연맹	country	이탈리아	o	0.5037
이_(4상)	position	의원	o	0.5037
뉴욕	genre	영화	x	0.1832
갈라타사라이_SK	position	미드필더	o	0.5037
부산광역시	isPartOf	안락동	o	0.5047
학문	country	일본	o	0.5037
대구광역시	isPartOf	시내버스	x	0.4234
수번뇌	occupation	영화_감독	o	0.5037
매전면	isPartOf	청도군	x	0.3498
혜화동	isPartOf	종로구	o	0.4908
평창군	predecessor	김여정	o	0.5061
화원고등학교_(대구)	isPartOf	검단동_(인천)	o	0.506
크리스털_팰리스_FC	language	프랑스어	o	0.5059
성결대학교	isPartOf	장로교	o	0.4847
백작	isPartOf	고리치아	o	0.4754
광주시_(경기도)	isPartOf	불곡산_(양주)	x	0
셀윈_구	isPartOf	캔터베리_지방	x	0.4631
평창군	country	조선민주주의인민공화국	o	0.5037
홍길동	occupation	영화_감독	o	0.5037
신동빈	position	이사_(법인)	o	0.5037
성주_배씨	isPartOf	신라	o	0.492
성균관대학교	isPartOf	종로구	o	0.4907
이회창	position	의원	o	0.5037
미드필더	country	프랑스	o	0.5037
여의도	party	더불어민주당	o	0.5037
알렉시_오간도	occupation	영화_감독	x	0.441
가곡	country	일본	o	0.5037
서울특별시	isPartOf	단국대학교	o	0.5037
미네소타_주	occupation	기자_(직업)	x	0.4452
산소	country	네팔	o	0.5037
하동군	isPartOf	섬진강	o	0.4891
서울특별시장	location	전라남도	o	0.5037
임창용	team	삼성_라이온즈	x	0.265
스위스_슈퍼리그	team	세르베트_FC	x	0.3307
외무부	party	국민의당	o	0.5037
우원식	position	원내대표	x	0.402
수번뇌	isPartOf	스포츠조선	x	0.4458
유승민_(정치인)	position	대한민국의_국회의장	o	0.5037
독일	party	더불어민주당	o	0.5037
대한민국의_공정거래위원회_위원장	successor	김정일	x	0.4056
대한민국_국회	occupation	기자_(직업)	x	0.4442
한국	isPartOf	유럽	o	0.5088
문국진	predecessor	문선명	x	0.2723
대한민국_축구_국가대표팀	language	터키어	o	0.5037
서울특별시	location	경기도	x	0.4599
지하철	type	사업	x	0.3686
미국	occupation	선수	o	0.5037
강남구	isPartOf	판교신도시	x	0.2891
김정일	party	노동당_(영국)	o	0.5037
가수	genre	팝_록	o	0.5037
염경엽	isPartOf	스포츠조선	x	0.4612
천안시	isPartOf	성거산	o	0.4855
신동빈	position	러시아의_대통령	o	0.5037
미국	leader	브래드_피트	o	0.5037
퀸시	isPartOf	유니언_역_(시카고)	x	0.3188
김규식	position	임시_정부	o	0.5037
서울특별시	occupation	기자_(직업)	x	0.4233
장관	position	대한민국_여성가족부	o	0.5037
박정희	religion	불교	o	0.5036
화원고등학교_(대구)	isPartOf	시내버스	x	0.461
충청북도	battle	한국_전쟁	o	0.5037
용인시	isPartOf	박원순	o	0.505
세월호	party	새누리당	x	0.2819
카번데일	isPartOf	시카고	x	0.3811
문국진	position	구단주	x	0.3848
남반구	country	브라질	o	0.5037
FC_바르셀로나	position	공격수	o	0.5037
옥자	location	할리우드	x	0.4047
빌뉴스	isPartOf	쾰른_대성당	x	0.4351
송파구	isPartOf	신도시	o	0.5078
미드필더	birthPlace	부퍼탈	x	0.2829
캐나다	leader	루키우스_안나이우스_세네카	o	0.5036
이용대	location	경기도	x	0.4508
미드필더	isPartOf	부퍼탈	x	0.0553
달성군	isPartOf	시내버스	o	0.4654
임수혁	position	강성우	o	0.6925
삼성_라이온즈	position	투수	o	0.5037
스웨덴	title	볼보	x	0.2754
세르지_탄키안	largestCity	로스앤젤레스	o	0.504
내야수	team	한화_이글스	x	0.0757
김영남	position	부통령	o	0.5037
러시아의_대통령	party	새정치국민회의	o	0.5037
안덕면_(서귀포시)	isPartOf	성덕댐로	o	0.4793
외국인	position	투수	o	0.5037
아르메니아	religion	기독교	o	0.5037
로스트	occupation	배우	x	0.4572
동계_올림픽	party	조선로동당	o	0.5037
박원순	isPartOf	세월호	o	0.4826
우원식	party	더불어민주당	o	0.5037
서초구	isPartOf	용인시	x	0.418
윈도우_라이트	occupation	영화_감독	o	0.5037
텔루구어	largestCity	하이데라바드_(인도)	o	0.5037
러시아의_대통령	position	의원	o	0.5037
문	position	외무부	x	0.4583
신당	leader	유승민_(정치인)	o	0.5037
조선로동당	leader	김정일	o	0.5033
자유계약선수제도	team	로스앤젤레스_다저스	x	0.3317
프리울리	isPartOf	고리치아	o	0.4832
프랑스어	position	미드필더	o	0.5037
경기도	isPartOf	소래산	o	0.4705
중국	isPartOf	바둑	o	0.4778
폴란드어	deathPlace	바르샤바	x	0.3951
일본	leader	박영효	x	0.4552
박현선	isPartOf	고등학교	o	0.5041
북구_(포항시)	isPartOf	검단동_(인천)	o	0.506
여의도	isPartOf	추미애	x	0.0013
최순실	position	롯데_자이언츠	o	0.5037
김여정	title	2018년_동계_올림픽	x	0.3127
영어	largestCity	반줄	o	0.5041
프리미어리그	position	손흥민	o	0.512
용산구	isPartOf	기자_(직업)	o	0.4915
서울특별시	party	더불어민주당	o	0.5037
불곡산_(양주)	isPartOf	하남시	x	0.4523
토트넘_홋스퍼_FC	isPartOf	손흥민	o	0.5119
우원식	isPartOf	우상호	o	0.4824
수호이	country	러시아	o	0.5037
대한민국_교통부	successor	대한민국_철도청	o	0.5037
서울종합운동장_야구장	title	롯데_자이언츠	x	0.426
시카고	isPartOf	퀸시	x	0.3777
임창용	position	마해영	o	0.5037
남구_(울산광역시)	isPartOf	경상북도	x	0.3987
1993년_세계_무역_센터_폭탄_테러	country	영국	o	0.5037
정주영	education	숙명여자대학교	o	0.5037
일본	successor	최고인민회의	x	0.4436
동_(행정_구역)	isPartOf	마포구	o	0.4804
강남구	isPartOf	태진아	o	0.4867
의인왕후	type	왕비	x	0.4905
검단동_(인천)	isPartOf	달성군	o	0.4669
세종특별자치시	isPartOf	천안시	x	0.3898
이용대	location	서울특별시	o	0.5037
부산광역시	isPartOf	망미동	x	0.2713
공산주의	type	에스페란토	x	0.3458
세이칸_터널	isPartOf	가미이소_군	o	0.4662
만안구	isPartOf	성결대학교	x	0.4262
미국	isPartOf	옥자	o	0.5037
부통령	position	대한민국의_공정거래위원회_위원장	o	0.505
회장	location	서울특별시	o	0.5037
뉴욕	isPartOf	할리우드	o	0.5037
신동빈	position	대한민국_관세청	o	0.5037
동남구	isPartOf	태조산	o	0.4659
하노버	country	미국	o	0.5037
안철수	successor	세월호	o	0.5037
프리미어리그	position	공격수	o	0.5037
달성군	isPartOf	검단동_(인천)	o	0.5069
오스트로네시아어족	languageFamily	타히티어	o	0.5037
북면_(인제군)	isPartOf	태조산	o	0.4682
김태한	position	이사_(법인)	o	0.5037
박근혜	occupation	기자_(직업)	x	0.4265
대통령	occupation	기자_(직업)	x	0.4403
정몽근	position	정지선	o	0.5037
공격수	occupation	영화_감독	x	0.466
이윤택	occupation	배우	x	0.4742
회장	isPartOf	롯데홀딩스	o	0.4674
추미애	position	한국GM	o	0.5037
서울특별시	type	회장	o	0.5037
청송군	isPartOf	성덕댐로	x	0.4577
한국	isPartOf	천경자	x	0.4601
조선민주주의인민공화국	leader	성혜랑	o	0.5033
에픽하이	occupation	저널리스트	o	0.481
손흥민	league	프리미어리그	x	0.4214
신한국당	leader	김대중	o	0.5009
천경자	isPartOf	한국	o	0.4998
성덕댐로	country	대한민국	o	0.5032
축구	position	공격수	o	0.5037
축구	isPartOf	손흥민	o	0.4707
등_(식물)	country	타이	o	0.5038
박한철	position	헌법재판소	o	0.5037
소래산	isPartOf	인천광역시	o	0.536
